seq,timestamp_ms,red,ir,red_corrected,ir_corrected,time_diff_ms,red_norm,ir_norm,red_corrected_norm,ir_corrected_norm,red_dc,ir_dc,red_ac,ir_ac,red_ac_dc_ratio,ir_ac_dc_ratio,red_ir_ratio,corrected_red_ir_ratio,ratio_of_ratios,red_corrected_roll_mean,red_corrected_roll_std,red_corrected_roll_min,red_corrected_roll_max,red_corrected_roll_range,red_corrected_roll_median,red_corrected_roll_rms,ir_corrected_roll_mean,ir_corrected_roll_std,ir_corrected_roll_min,ir_corrected_roll_max,ir_corrected_roll_range,ir_corrected_roll_median,ir_corrected_roll_rms,red_diff_1,ir_diff_1,red_diff_2,ir_diff_2,red_abs_diff,ir_abs_diff,red_outlier_flag,ir_outlier_flag,red_corrected_outlier_flag,ir_corrected_outlier_flag,signal_quality_score
1108,157257,40992,100684,108.63082790221014,-51.1744992258825,23.0,0.7593671940049959,0.7972540045766591,0.5060429275974456,0.3793726766021942,40982.8,100693.3,9.19999999999709,-9.30000000000291,0.00022448441785327233,-9.235967040511047e-05,0.40713519526439157,-2.1227531201178413,-2.4305458959374016,113.76087210687055,11.91452597734753,89.69704661695812,138.1805895694483,48.48354295249018,113.01017305023592,114.3706817029406,-49.00855551763796,26.48106592756187,-103.7887584675154,9.223984576231771,113.01274304374716,-54.95176485083587,55.57931656229724,13.0,-9.0,-3.0,-6.0,13.0,9.0,0,0,0,0,100
1109,157278,40994,100690,110.45771531061968,-45.05877296005064,21.0,0.7610324729392173,0.8,0.5087527448479444,0.3830537495055001,40982.96,100693.04,11.040000000000873,-3.039999999993597,0.00026938024974284126,-3.0190765915832887e-05,0.4071307974972688,-2.4514141876111917,-8.922604033757576,113.34513045463812,11.651768422154888,89.69704661695812,138.1805895694483,48.48354295249018,111.86813664131444,113.93053599011634,-49.01831139935296,26.479487524042177,-103.7887584675154,9.223984576231771,113.01274304374716,-54.95176485083587,55.587182396565936,2.0,6.0,15.0,-3.0,2.0,6.0,0,0,0,0,100
1110,157298,40993,100675,108.97308598898871,-59.81027975383911,20.0,0.7601998334721066,0.7931350114416476,0.5065505981103661,0.37417477592472925,40983.34,100691.92,9.660000000003492,-16.919999999998254,0.00023570553302887205,-0.0001680373162017196,0.4071815247082195,-1.8219792055393944,-1.4026975576420209,113.17532628992888,11.652393542389884,89.69704661695812,138.1805895694483,48.48354295249018,110.6191261002099,113.7616683711753,-49.88848451563788,26.094500396916377,-103.7887584675154,9.223984576231771,113.01274304374716,-56.35283845646626,56.17975951543741,-1.0,-15.0,1.0,-9.0,1.0,15.0,0,0,0,0,100
1111,157319,40963,100661,78.61917207909488,-73.50762309586287,21.0,0.7352206494587843,0.7867276887871854,0.46152671806469087,0.36593030630134227,40982.88,100690.68,-19.87999999999738,-29.679999999993015,-0.00048508059950880424,-0.00029476412315412924,0.4069401257686691,-1.0695376719849305,1.6456568537520435,112.19357018913341,12.444080761572174,78.61917207909488,138.1805895694483,59.56141749035342,110.10577978853365,112.8678662634522,-50.87661855467864,26.033443732437636,-103.7887584675154,9.223984576231771,113.01274304374716,-57.33588771194222,57.031707884972484,-30.0,-14.0,-31.0,-29.0,30.0,14.0,0,0,0,0,100
1112,157339,40982,100656,97.1540382910479,-78.18609615896447,20.0,0.7510407993338885,0.7844393592677346,0.4890194359878844,0.36311432015793904,40982.6,100689.26,-0.5999999999985448,-33.25999999999476,-1.4640359567195465e-05,-0.00033032321421365857,0.40714910189159115,-1.24259993865813,0.0443213160239045,111.37303916356541,12.041680114714717,78.61917207909488,136.46374063426225,57.84456855516737,109.67034068000007,112.0091776209186,-52.03032359588156,25.937852554988048,-103.7887584675154,9.223984576231771,113.01274304374716,-58.78043755291929,58.02130061238827,19.0,-5.0,-11.0,-19.0,19.0,5.0,0,0,0,0,100
1113,157356,40987,100666,101.9136880174829,-67.99953839860265,17.0,0.7552039966694422,0.7890160183066361,0.49607941181105464,0.36924563802923155,40982.66,100687.9,4.3399999999965075,-21.89999999999418,0.00010589844583041967,-0.00021750379141877206,0.40715832555182485,-1.4987408799759905,-0.48688091890098384,110.89753330529042,11.933770281644186,78.61917207909488,136.46374063426225,57.84456855516737,109.27996154127061,111.52501723322153,-53.1240917344757,25.41968589075571,-103.7887584675154,9.223984576231771,113.01274304374716,-61.20580356531002,58.78270446978383,5.0,10.0,24.0,5.0,5.0,10.0,0,0,0,0,100
1114,157378,40992,100649,105.910713751372,-84.46687021779746,22.0,0.7593671940049959,0.7812356979405034,0.5020081894875124,0.3593339045221173,40982.8,100686.02,9.19999999999709,-37.020000000004075,0.00022448441785327233,-0.0003676776577324645,0.4072767737384375,-1.2538728317774965,-0.6105468013414491,110.47418491152067,11.721621517556024,78.61917207909488,136.46374063426225,57.84456855516737,108.94182611008162,111.08192478817462,-54.7412502544506,24.769023179512295,-103.7887584675154,9.223984576231771,113.01274304374716,-62.90659278194303,59.98198811728588,5.0,-17.0,10.0,-7.0,5.0,17.0,0,0,0,0,100
1115,157400,40995,100631,109.21423469794776,-101.93935276645536,22.0,0.761865112406328,0.7729977116704806,0.50690829335117,0.3488171679535291,40982.92,100684.12,12.080000000001746,-53.11999999999534,0.0002947569377682641,-0.0005275906468666096,0.4073794357603522,-1.071364804014003,-0.5586849189212167,110.0335636136435,11.33251152172611,78.61917207909488,136.46374063426225,57.84456855516737,108.94182611008162,110.60398918013756,-56.37715399372866,25.13580036117541,-103.7887584675154,9.223984576231771,113.01274304374716,-63.483729142065926,61.62431162320181,3.0,-18.0,8.0,-35.0,3.0,18.0,0,0,0,0,100
1116,157422,40975,100643,88.54210582051773,-89.3459994459627,22.0,0.7452123230641132,0.7784897025171624,0.47624537938135825,0.35639714286653595,40982.56,100682.32,-7.559999999997672,-39.320000000006985,-0.0001844687105929369,-0.0003905352995442197,0.40713214033762907,-0.9910024664738215,0.4723483659690276,109.1102610579335,11.160547714253937,78.61917207909488,136.46374063426225,57.84456855516737,108.77069706669232,109.66820750293543,-57.89935486330617,24.77183290119792,-103.7887584675154,9.223984576231771,113.01274304374716,-63.787268691339364,62.87850288267202,-20.0,12.0,-17.0,-6.0,20.0,12.0,0,0,0,0,100
1117,157432,40994,100610,106.93770920105952,-121.78148705915554,10.0,0.7610324729392173,0.7633867276887872,0.5035315291158532,0.3368741313109824,40982.9,100679.7,11.099999999998545,-69.69999999999709,0.00027084466936206427,-0.0006922944744570861,0.4074545273829639,-0.8781113762317122,-0.39122754746015725,108.88138343453127,11.08361230517176,78.61917207909488,136.46374063426225,57.84456855516737,108.16263775276937,109.43283415462724,-60.22597351351906,25.204443243371976,-121.78148705915554,9.223984576231771,131.00547163538732,-64.95214332959777,65.18992687275582,19.0,-33.0,-1.0,-21.0,19.0,33.0,0,0,0,0,100
1118,157466,40980,100641,92.62885242465072,-90.6842759997765,34.0,0.7493755203996669,0.7775743707093822,0.4823072397868324,0.3555916304310144,40983.02,100677.4,-3.0199999999967986,-36.39999999999418,-7.368905463767186e-05,-0.00036155085451148103,0.4071899126598504,-1.0214433693541205,0.20381380300494317,108.43062281968702,11.27934234729229,78.61917207909488,136.46374063426225,57.84456855516737,107.61982890557795,109.00403229962143,-62.22413872503921,23.48803964081632,-121.78148705915554,4.872834244060326,126.65432130321587,-66.12296915381425,66.42663386111082,-14.0,31.0,5.0,-2.0,14.0,31.0,0,0,0,0,100
1119,157489,40986,100632,97.9610885183463,-99.09015562859136,23.0,0.7543713572023314,0.7734553775743707,0.49021653145084787,0.35053210775372323,40983.02,100675.44,2.9800000000032014,-43.44000000000233,7.271304066911618e-05,-0.00043148557384007784,0.40728595277844026,-0.9886056581192887,-0.16851789509900492,107.87348188996526,11.089358654756468,78.61917207909488,136.46374063426225,57.84456855516737,107.46467239507304,108.43063447629096,-63.88987534914927,23.078477286402666,-121.78148705915554,4.872834244060326,126.65432130321587,-66.37064622217014,67.8518972742223,6.0,-9.0,-8.0,22.0,6.0,9.0,0,0,0,0,100
1120,157509,40985,100606,96.10203844779448,-124.11020116110213,20.0,0.7535387177352206,0.7615560640732265,0.4874590074088446,0.335472471719363,40982.98,100673.02,2.0199999999967986,-67.02000000000407,4.928875352638579e-05,-0.000665719574122283,0.4073812695067889,-0.7743282788096407,-0.07403831198950471,107.26640182414087,10.88018976159729,78.61917207909488,136.46374063426225,57.84456855516737,107.34535246988783,107.80580651783771,-65.99819834296628,23.672839612907552,-124.11020116110213,4.872834244060326,128.98303540516244,-67.01449581877807,70.03540142777187,-1.0,-26.0,5.0,-35.0,1.0,26.0,0,0,0,0,100
1121,157524,40984,100620,94.67664006392307,-109.77355258846907,15.0,0.7527060782681099,0.7679633867276888,0.48534471776424604,0.3441017409657295,40983.08,100670.86,0.9199999999982538,-50.86000000000058,2.2448288415566955e-05,-0.0005052107432081198,0.4073146491751143,-0.862472224242,-0.04443351357300702,106.7903227078811,10.90025212201285,78.61917207909488,136.46374063426225,57.84456855516737,107.12213977925819,107.33411484914927,-67.8235403050744,23.453812914903224,-124.11020116110213,4.872834244060326,128.98303540516244,-67.72391326295175,71.68760236579506,-1.0,14.0,-2.0,-12.0,1.0,14.0,0,0,0,0,100
1122,157534,40968,100621,78.31793696481151,-108.36059075078543,10.0,0.7393838467943381,0.7684210526315789,0.46107989681813594,0.3449522066844392,40982.82,100668.96,-14.819999999999709,-47.9600000000064,-0.00036161494011392357,-0.0004764129876776953,0.4071515886345793,-0.7227529531001918,0.7590366960326546,105.95755256440953,11.450527133962716,78.31793696481151,136.46374063426225,58.14580366945074,106.90329585648858,106.56216601426756,-69.37574863851451,23.518267373398324,-124.11020116110213,4.872834244060326,128.98303540516244,-68.15681473247363,73.17814715744055,-16.0,1.0,-17.0,15.0,16.0,1.0,0,0,0,0,100
1123,157552,40987,100627,96.46606688649072,-102.0770147282011,18.0,0.7552039966694422,0.7711670480549199,0.48799896982705954,0.34873430883015244,40982.82,100666.98,4.180000000000291,-39.979999999995925,0.00010199395746803882,-0.0003971510817151357,0.40731612787820365,-0.9450322106631883,-0.2568139989133807,105.39118700225059,11.197863954750558,78.31793696481151,136.46374063426225,58.14580366945074,106.38979813164482,105.97257480947361,-71.00656699433864,22.880978158119177,-124.11020116110213,4.872834244060326,128.98303540516244,-68.43351680566391,74.53187864641774,19.0,6.0,3.0,7.0,19.0,6.0,0,0,0,0,100
1124,157591,40987,100622,95.41749790014046,-106.0828945444558,39.0,0.7552039966694422,0.7688787185354691,0.48644363022897036,0.3463231584606698,40982.86,100665.32,4.139999999999418,-43.320000000006985,0.0001010178401409618,-0.0004303368826524068,0.4073363677923317,-0.8994616739096818,-0.23474130201978594,104.87592822089113,11.0482385515803,78.31793696481151,136.46374063426225,58.14580366945074,105.84923864449425,105.44468987950171,-72.31181987885928,22.985074881216363,-124.11020116110213,4.872834244060326,128.98303540516244,-69.17054126631898,75.80729970221711,0.0,-5.0,19.0,1.0,0.0,5.0,0,0,0,0,100
1125,157592,40983,100621,90.91426558094818,-106.53667102341814,1.0,0.7518734388009992,0.7684210526315789,0.47976399766629657,0.34605002911703026,40982.68,100663.88,0.31999999999970896,-42.88000000000466,7.808176527247827e-06,-0.00042597205670996045,0.4073006628834935,-0.8533612389762399,-0.018330255246212842,104.15370291682261,10.746957652073975,78.31793696481151,136.46374063426225,58.14580366945074,105.34801229235796,104.6956588788939,-73.39486262071688,23.300593111934095,-124.11020116110213,4.872834244060326,128.98303540516244,-70.00380980178295,76.93416110996735,-4.0,-1.0,-4.0,-6.0,4.0,1.0,0,0,0,0,100
1126,157612,40981,100601,88.74122059109828,-125.85736098923404,20.0,0.7502081598667777,0.7592677345537757,0.4765407257927816,0.334420851286805,40982.52,100661.92,-1.5199999999967986,-60.919999999998254,-3.7088983303047216e-05,-0.0006051940992184359,0.4073617558473574,-0.7050936067115637,0.061284443042232135,103.46084693460449,10.597549675563362,78.31793696481151,136.46374063426225,58.14580366945074,104.79311214849425,103.9913878471154,-74.9776380799687,24.124843461543712,-125.85736098923404,4.872834244060326,130.73019523329435,-70.47898876070383,78.6893520284278,-2.0,-20.0,-6.0,-21.0,2.0,20.0,0,0,0,0,100
1127,157639,40996,100621,103.60317646132444,-105.758390078386,27.0,0.7626977518734388,0.7684210526315789,0.49858542554160296,0.34651847861483126,40982.72,100660.58,13.279999999998836,-39.580000000001746,0.00032403900961182753,-0.0003932025823813229,0.40742986056588587,-0.9796213462074814,-0.8241019365879408,103.12808964276994,10.317415304245367,78.31793696481151,136.46374063426225,58.14580366945074,104.5679204761352,103.6326345836883,-75.93779397449643,24.379225120155752,-125.85736098923404,4.872834244060326,130.73019523329435,-71.28847191785229,79.68066414647325,15.0,20.0,13.0,0.0,15.0,20.0,0,0,0,0,100
1128,157653,40978,100628,85.29154952771357,-98.31870736342256,14.0,0.7477102414654455,0.77162471395881,0.47142383784825054,0.3509964446422266,40982.92,100659.38,-4.919999999998254,-31.380000000004657,-0.00012005001107774298,-0.00031174441964578614,0.40722264180943674,-0.8675007210219337,0.38509113078639096,102.80620119346524,10.61951462257387,78.31793696481151,136.46374063426225,58.14580366945074,104.5679204761352,103.34231279023099,-76.76574452032717,24.423133408920705,-125.85736098923404,4.872834244060326,130.73019523329435,-72.50328036830602,80.483160899407,-18.0,7.0,-3.0,27.0,18.0,7.0,0,0,0,0,100
1129,157673,40987,100618,94.09582616408116,-107.5802332415618,20.0,0.7552039966694422,0.7670480549199085,0.4844831980461309,0.3454219060720889,40982.92,100658.2,4.080000000001746,-40.19999999999709,9.95536677230843e-05,-0.0003993713378542145,0.4073525611719573,-0.8746572054068463,-0.24927594518419127,102.2992933484618,10.412149013791202,78.31793696481151,136.46374063426225,58.14580366945074,104.0305270818529,102.81726513450128,-77.5683834226124,24.767691714816408,-125.85736098923404,4.872834244060326,130.73019523329435,-73.3378689511334,81.35123778173228,9.0,-10.0,-9.0,-3.0,9.0,10.0,0,0,0,0,100
1130,157693,40991,100634,97.12266743033796,-91.05562356390996,20.0,0.7585345545378851,0.774370709382151,0.4889729036733458,0.3553681152838964,40983.16,100657.4,7.8399999999965075,-23.39999999999418,0.0001912980843838422,-0.00023247173084139052,0.4073275433750025,-1.0666300842162666,-0.8228875127804678,102.02613595927254,10.364150066169048,78.31793696481151,136.46374063426225,58.14580366945074,103.49378086603059,102.5407222192343,-77.98510630157237,24.816759253599844,-125.85736098923404,4.872834244060326,130.73019523329435,-73.99841726813959,81.76326139484411,4.0,16.0,13.0,6.0,4.0,16.0,0,0,0,0,100
1131,157716,40979,100630,84.76992867881188,-94.47410213638705,23.0,0.7485428809325562,0.7725400457665904,0.47065011902569637,0.35331052338120106,40983.22,100656.52,-4.220000000001164,-26.520000000004075,-0.0001029689712033648,-0.00026347026501615667,0.407224485739839,-0.8972821838140808,0.39081818662553997,101.57063032869225,10.61410974982018,78.31793696481151,136.46374063426225,58.14580366945074,102.93411767701089,102.11267837361564,-78.47882554454702,24.89578861404705,-125.85736098923404,4.872834244060326,130.73019523329435,-75.07758720883886,82.25770689578215,-12.0,-4.0,-8.0,12.0,12.0,4.0,0,0,0,0,100
1132,157741,40993,100624,98.7331586792436,-100.00520160416508,25.0,0.7601998334721066,0.7697940503432494,0.49136174107403774,0.34998133899796935,40983.56,100655.8,9.440000000002328,-31.80000000000291,0.00023033626166205008,-0.0003159281432366829,0.4073878995070758,-0.9872802323827474,-0.7290780090126057,101.39916209512798,10.588776434751146,78.31793696481151,136.46374063426225,58.14580366945074,102.19876905038396,101.93954000411954,-78.8133515985391,25.073346700336725,-125.85736098923404,4.872834244060326,130.73019523329435,-75.07758720883886,82.6295567618215,14.0,-6.0,2.0,-10.0,14.0,6.0,0,0,0,0,100
1133,157761,40973,100614,78.52513878071838,-109.72631084768176,20.0,0.7435470441298918,0.7652173913043478,0.4613872387224562,0.34413017590286665,40983.38,100654.68,-10.37999999999738,-40.679999999993015,-0.00025327340009529184,-0.0004041540840425206,0.4072296101934125,-0.7156454835132864,0.6266753451108148,100.69629397678287,10.918967905939354,78.31793696481151,136.46374063426225,58.14580366945074,100.84322774298697,101.2747895756244,-79.54451551936467,25.43578362414952,-125.85736098923404,4.872834244060326,130.73019523329435,-76.7647722827729,83.4348216035335,-20.0,-10.0,-6.0,-16.0,20.0,10.0,0,0,0,0,100
1134,157785,40985,100620,89.65573393280219,-102.97060142809168,24.0,0.7535387177352206,0.7679633867276888,0.4778972210084983,0.34819645647300906,40983.8,100653.9,1.1999999999970896,-33.89999999999418,2.9279861798981294e-05,-0.00033679767997061395,0.4073245875571457,-0.8706925344649193,-0.08693605550233006,100.58202069975583,11.005410886599556,78.31793696481151,136.46374063426225,58.14580366945074,100.84322774298697,101.17034928996414,-79.92367847215756,25.644192620035742,-125.85736098923404,4.872834244060326,130.73019523329435,-76.7647722827729,83.85861019210608,12.0,6.0,-8.0,-4.0,12.0,6.0,0,0,0,0,100
1135,157806,41001,100630,104.78656681684944,-92.506517064449,21.0,0.7668609492089925,0.7725400457665904,0.5003407453192281,0.3544948183902379,40984.34,100653.16,16.660000000003492,-23.160000000003492,0.00040649672533468864,-0.00023009709779607011,0.40744310841697307,-1.1327479418973798,-1.7666312579698746,100.58419277109505,11.006246461268791,78.31793696481151,136.46374063426225,58.14580366945074,100.84322774298697,101.1725978086739,-80.26048955390131,25.697666749522504,-125.85736098923404,4.872834244060326,130.73019523329435,-78.02483887362442,84.19565819134604,16.0,10.0,28.0,16.0,16.0,10.0,0,0,0,0,100
1136,157815,40984,100627,87.19318752067913,-95.04671115472036,9.0,0.7527060782681099,0.7711670480549199,0.47424453244268544,0.35296586839666527,40984.48,100652.3,-0.4800000000032014,-25.30000000000291,-1.1711750399253605e-05,-0.00025136037626564826,0.40728631480616534,-0.9173719580758877,0.04659346303204182,100.18037382986226,11.121464742815856,78.31793696481151,136.46374063426225,58.14580366945074,99.38407608433423,100.78353307537964,-80.72465485839156,25.751981418135863,-125.85736098923404,4.872834244060326,130.73019523329435,-78.32381721684149,84.65442196381241,-17.0,-3.0,-1.0,7.0,17.0,3.0,0,0,0,0,100
1137,157835,40966,100644,68.35908127460384,-77.61609855112633,20.0,0.7377185678601166,0.7789473684210526,0.44630795257005174,0.36345740332712606,40984.34,100651.76,-18.339999999996508,-7.759999999994761,-0.0004474879917548144,-7.709750927350661e-05,0.4070386709590239,-0.8807332827940995,5.804182209924995,99.49787845368863,11.99035376184169,68.35908127460384,136.46374063426225,68.10465935965841,98.8642716897105,100.20339828794448,-80.86220687130415,25.715895411861233,-125.85736098923404,4.872834244060326,130.73019523329435,-78.32381721684149,84.7748643844073,-18.0,17.0,-35.0,14.0,18.0,17.0,0,0,0,0,100
1138,157856,40979,100632,81.26562970945017,-89.28085818825683,21.0,0.7485428809325562,0.7734553775743707,0.4654522016530278,0.3564363515734344,40984.3,100651.14,-5.30000000000291,-19.139999999999418,-0.00012931781194269293,-0.00019016178058191312,0.4072163924000318,-0.9102245583044708,0.6800410237376203,98.92811416254868,12.168593797582696,68.35908127460384,136.46374063426225,68.10465935965841,98.34712359879495,99.65884282525376,-81.07859326957492,25.74079026563595,-125.85736098923404,4.872834244060326,130.73019523329435,-81.32648318838096,84.98867456551243,13.0,-12.0,-5.0,5.0,13.0,12.0,0,0,0,0,100
1139,157880,40985,100629,86.90961736195182,-92.0019052086918,24.0,0.7535387177352206,0.7720823798627002,0.4738239135778836,0.35479854569067193,40984.46,100649.98,0.5400000000008731,-20.979999999995925,1.3175725628710812e-05,-0.000208445148225523,0.40728815748939173,-0.9446501913717011,-0.0632095577223779,98.56814128884572,12.253997399110458,68.35908127460384,136.46374063426225,68.10465935965841,97.82317682367305,99.31181057835026,-81.83625071653627,25.487341594988564,-125.85736098923404,4.872834244060326,130.73019523329435,-86.87386420302715,85.63751760348835,6.0,-3.0,19.0,-15.0,6.0,3.0,0,0,0,0,100
1140,157907,40988,100647,89.72558984726989,-73.62088329212911,27.0,0.7560366361365529,0.7803203661327232,0.4780008381012663,0.3658621346694908,40984.5,100649.48,3.5,-2.4799999999959255,8.539813832058461e-05,-2.463996833362602e-05,0.40724512404741325,-1.2187518790183078,-3.4658379898988048,98.10136089163825,12.134460191681585,68.35908127460384,136.46374063426225,68.10465935965841,97.41965171002386,98.83408941479705,-81.9376095314792,25.443477494190404,-125.85736098923404,4.872834244060326,130.73019523329435,-86.87386420302715,85.72161332937293,3.0,18.0,9.0,15.0,3.0,18.0,0,0,0,0,100
1141,157929,40996,100651,96.99647505517628,-69.25385901849559,22.0,0.7626977518734388,0.7821510297482838,0.48878572285775723,0.3684906589073336,40984.76,100649.06,11.239999999997963,1.9400000000023283,0.0002742482815563142,1.9274894370621327e-05,0.40730842217166247,-1.4005930706225553,14.228263786198573,97.84955365087073,12.021363082610412,68.35908127460384,136.46374063426225,68.10465935965841,97.13835286069292,98.57057398955995,-81.95640489052221,25.433553449075077,-125.85736098923404,4.872834244060326,130.73019523329435,-86.87386420302715,85.73669360784321,8.0,4.0,11.0,22.0,8.0,4.0,0,0,0,0,100
1142,157949,40990,100643,89.85341342962944,-76.84385374712136,20.0,0.7577019150707743,0.7784897025171624,0.4781904384821677,0.3639222196546036,40985.22,100648.4,4.779999999998836,-5.399999999994179,0.00011662740861214934,-5.3652119656091697e-05,0.40728118199974167,-1.1692986367565594,-2.1737707542540194,97.79067053844742,12.05378058809038,68.35908127460384,136.46374063426225,68.10465935965841,97.13835286069292,98.51600376738637,-82.2181699635241,25.309455862885358,-125.85736098923404,4.872834244060326,130.73019523329435,-86.87386420302715,85.95105966248887,-6.0,-8.0,2.0,-4.0,6.0,8.0,0,0,0,0,100
1143,157962,40994,100640,93.85761528204216,-79.56937601754433,13.0,0.7610324729392173,0.777116704805492,0.48412986047621037,0.36228172010624027,40985.6,100647.74,8.400000000001455,-7.740000000005239,0.00020495003123051646,-7.690187578981145e-05,0.4073330683624801,-1.1795695778907127,-2.6650849426701475,97.67236749471844,12.062954025908114,68.35908127460384,136.46374063426225,68.10465935965841,97.05957124275712,98.39967446418657,-82.48785049640412,25.205672781235386,-125.85736098923404,4.872834244060326,130.73019523329435,-86.87386420302715,86.17926027220635,4.0,-3.0,-2.0,-11.0,4.0,3.0,0,0,0,0,100
1144,157991,40982,100656,81.32190102858402,-63.18287587923203,29.0,0.7510407993338885,0.7844393592677346,0.4655356687515448,0.372144800796454,40985.34,100647.64,-3.3399999999965075,8.360000000000582,-8.149255319088503e-05,8.306205689473278e-05,0.40714910189159115,-1.2870876783770178,-0.9811044445258942,96.92599479558062,11.89241585215603,68.35908127460384,136.46374063426225,68.10465935965841,96.7989821008016,97.63836044720094,-82.19423638222307,25.345755510302535,-125.85736098923404,4.872834244060326,130.73019523329435,-86.87386420302715,85.93865062006142,-12.0,16.0,-8.0,13.0,12.0,16.0,0,0,0,0,100
1145,158001,40992,100627,90.82544395073404,-91.72934427349983,10.0,0.7593671940049959,0.7711670480549199,0.47963224877763294,0.3549626008869682,40985.46,100646.68,6.540000000000873,-19.679999999993015,0.00015956878366134902,-0.0001955355109576691,0.40736581633160085,-0.990146006930228,-0.8160603814613172,96.56429234997181,11.795098878726414,68.35908127460384,136.46374063426225,68.10465935965841,96.53377801645883,97.2676946753576,-82.75244452198004,25.239928541515187,-125.85736098923404,4.872834244060326,130.73019523329435,-89.31342881710977,86.44235065804556,10.0,-29.0,-2.0,-13.0,10.0,29.0,0,0,0,0,100
1146,158028,40964,100674,63.410137947296846,-44.56382734106905,27.0,0.736053288925895,0.7926773455377575,0.43896719805045464,0.38335165867073234,40985.1,100646.88,-21.099999999998545,27.119999999995343,-0.0005148212399139821,0.0002694569369661071,0.4068975107773606,-1.4229060143777068,-1.9105881841844639,95.74333755487012,12.633196023021585,63.410137947296846,136.46374063426225,73.0536026869654,96.2840526671426,96.5566795983933,-82.15393683999308,25.788711553233824,-125.85736098923404,4.872834244060326,130.73019523329435,-89.31342881710977,86.02921497383258,-28.0,47.0,-18.0,18.0,28.0,47.0,0,0,0,0,100
1147,158049,40942,100649,40.93295530108905,-69.06258996970737,21.0,0.7177352206494588,0.7812356979405034,0.405626852609937,0.368605784287727,40984.4,100646.36,-42.400000000001455,2.639999999999418,-0.001034539971306191,2.623045681929697e-05,0.40677999781418595,-0.5926936032813611,-39.44040999488467,94.58208896688835,14.8093060400906,40.93295530108905,136.46374063426225,95.5307853331732,95.75976817396747,95.71154991860531,-82.27095147564512,25.714174973236542,-125.85736098923404,4.872834244060326,130.73019523329435,-89.31342881710977,86.11912607180268,-22.0,-25.0,-50.0,22.0,22.0,25.0,0,0,0,0,100
1148,158066,40988,100647,87.11772947613589,-70.49107194649098,17.0,0.7560366361365529,0.7803203661327232,0.4741326057252255,0.3677459769534817,40984.82,100645.66,3.180000000000291,1.3399999999965075,7.758970272408884e-05,1.3314036591309625e-05,0.40724512404741325,-1.2358689841213655,5.827661820813487,94.53050262407193,14.831145998885388,40.93295530108905,136.46374063426225,95.5307853331732,95.75976817396747,95.66388848550494,-82.56508297775399,25.488143921960148,-125.85736098923404,4.872834244060326,130.73019523329435,-89.31342881710977,86.3344977288811,46.0,-2.0,24.0,-27.0,46.0,2.0,0,0,0,0,100
1149,158077,40983,100660,81.92861942587808,-57.22700044551232,11.0,0.7518734388009992,0.7862700228832952,0.46643561254206756,0.37572965903267347,40984.82,100646.18,-1.819999999999709,13.820000000006985,-4.440668520685729e-05,0.0001373127127130606,0.40714285714285714,-1.431642734864026,-0.32339820785314305,94.05331974183714,14.845378619928754,40.93295530108905,136.46374063426225,95.5307853331732,95.04706898203176,95.19456137564751,-81.63384781731394,25.5474119571288,-125.85736098923404,4.872834244060326,130.73019523329435,-86.87386420302715,85.46169880135443,-5.0,13.0,41.0,11.0,5.0,13.0,0,0,0,0,100
1150,158097,40978,100623,76.06481356887187,-94.0537220900848,20.0,0.7477102414654455,0.7693363844393593,0.4577378448571259,0.3535635513177487,40984.88,100644.94,-6.879999999997381,-21.94000000000233,-0.0001678667840432223,-0.00021799406905108522,0.40724287687705596,-0.8087379412376351,0.7700520696454545,93.62091071063458,15.050882746237873,40.93295530108905,136.46374063426225,95.5307853331732,94.38623311400212,94.79912136882284,-82.45797013112593,25.26289904116266,-125.85736098923404,4.872834244060326,130.73019523329435,-89.31342881710977,86.16708550688196,-5.0,-37.0,-10.0,-24.0,5.0,37.0,0,0,0,0,100
1151,158117,40993,100622,90.127998796107,-94.87776407133988,20.0,0.7601998334721066,0.7688787185354691,0.4785977302284408,0.3530675581230676,40984.46,100643.88,8.540000000000873,-21.880000000004657,0.00020837166086855538,-0.0002174002035693045,0.40739599689928646,-0.9499380563852509,-0.9584704036495029,92.69419587387146,13.727431823484961,40.93295530108905,117.15199888240822,76.21904358131917,93.97672072306166,93.6850440864641,-83.10349886501712,25.157308745686787,-125.85736098923404,4.872834244060326,130.73019523329435,-90.01513772286961,86.7549647182635,15.0,-1.0,10.0,-38.0,15.0,1.0,0,0,0,0,100
1152,158139,40981,100623,77.38909966304782,-93.100453560128,22.0,0.7502081598667777,0.7693363844393593,0.4597021549104301,0.35413732633688305,40984.44,100642.94,-3.4400000000023283,-19.94000000000233,-8.393429311227207e-05,-0.0001981261676179405,0.4072726911342337,-0.8312429929577823,0.4236406231514456,92.17429016171769,13.806333626539285,40.93295530108905,117.15199888240822,76.21904358131917,93.24323385334644,93.18209226058246,-83.63389386601457,25.081292067485588,-125.85736098923404,4.872834244060326,130.73019523329435,-90.86994978184323,87.24172161718707,-12.0,1.0,3.0,0.0,12.0,1.0,0,0,0,0,100
